date,open,high,low,close,volume,log_return,volatility_7,RSI_14,MA_7,MA_21
2018-05-09,13.5,14.8,13.02,14.6417,2600990.7,0.08132468721157834,0.0390138465385374,59.32926646031793,14.195814285714286,14.034747619047618
2018-05-10,14.6266,15.05,13.7323,13.7957,1653996.3,-0.05951667260561393,0.04435848023173522,43.34826909891091,14.066642857142856,14.103066666666667
2018-05-11,13.7737,14.13,12.5211,12.9884,1567764.99,-0.060300297978960936,0.04836259472489145,40.646212732872826,13.870385714285714,14.122238095238096
2018-05-12,12.9603,13.27,12.1242,12.9319,1272138.32,-0.004359524348404647,0.04780035812081445,30.381103887121327,13.653971428571428,14.103271428571428
2018-05-13,12.9319,13.5794,12.6186,13.1515,1879918.95,0.01683869348219381,0.048713713456302675,33.78456910402352,13.53104285714286,14.115780952380952
2018-05-14,13.1624,13.2,12.2,12.8388,1543293.66,-0.024063984609104087,0.04882032495278413,36.31119684026821,13.406585714285715,14.077390476190477
2018-05-15,12.8448,13.33,12.4638,12.5389,1284872.56,-0.023636023891457837,0.04908515894096768,35.38869194686147,13.269557142857142,13.955933333333332
2018-05-16,12.5312,12.9199,11.88,12.2901,1075287.4,-0.020041751817624406,0.027812878039276862,30.697231554174223,12.933614285714286,13.903085714285716
2018-05-17,12.28,12.9496,12.1818,12.3777,1714166.53,0.007102406233402385,0.0253245623985142,28.47023919896162,12.731042857142857,13.795833333333333
2018-05-18,12.3679,16.276,12.0001,15.1363,5632069.63,0.20119936593434165,0.08065123374635043,54.95335235925723,13.037885714285716,13.838533333333332
2018-05-19,15.0885,15.6666,13.95,14.33,3387951.86,-0.054740590569005654,0.08548448664808829,49.315806738835,13.237614285714287,13.79705238095238
2018-05-20,14.335,14.3995,13.682,14.1666,2411178.47,-0.011468160471244585,0.08603231833251439,50.93535974443987,13.38262857142857,13.755038095238096
2018-05-21,14.1664,14.8005,13.7,14.6996,2546234.23,0.03693320116127809,0.08501671004428679,55.82446558056314,13.648457142857144,13.772680952380952
2018-05-22,14.6728,14.85,13.6911,13.888,2361029.44,-0.05679512461211972,0.08865597405652632,52.14350899954919,13.841185714285716,13.7592
2018-05-23,13.8544,13.9299,12.235,12.4998,2215424.73,-0.10531251373774028,0.09941433653555314,38.53311205096632,13.871142857142857,13.666857142857143
2018-05-24,12.4997,13.1947,12.1,13.0288,1576180.03,0.041449647550475636,0.10052555827196366,45.75006927126628,13.964157142857145,13.587280952380953
2018-05-25,13.0255,13.3789,12.5627,13.0129,1316638.08,-0.0012211185887056207,0.0536409776144001,50.148825794851234,13.660814285714286,13.523028571428572
2018-05-26,13.0129,13.283,12.6411,12.7888,1215820.52,-0.01737138525240657,0.05161351775032179,49.1480824413302,13.440642857142858,13.44407619047619
2018-05-27,12.7561,12.8,12.2856,12.6046,1071651.59,-0.014507961192362119,0.051579306492601465,46.730357633948316,13.217500000000001,13.377057142857144
2018-05-28,12.596,12.75,11.611,11.9179,936828.03,-0.056020355077245614,0.047257744770610614,44.73006535199661,12.820114285714284,13.291719047619049
2018-05-29,11.892,12.7,11.6601,12.6073,1469580.43,0.05623453964963581,0.05520558536544724,50.374720603059124,12.637157142857145,13.249300000000002
2018-05-30,12.5947,12.7927,12.17,12.6199,1299596.87,0.0009989218817574638,0.037683659969640806,51.854767957168235,12.654314285714287,13.15302380952381
2018-05-31,12.608,14.302,12.38,14.2,2725397.09,0.11796703145581185,0.05726114021215297,58.775317583380684,12.82162857142857,13.17227619047619
2018-06-01,14.1919,14.467,13.76,14.2888,2320553.13,0.0062340490009218374,0.057036695132439245,44.50624246431488,13.0039,13.234200000000001
2018-06-02,14.2503,14.882,14.0,14.6732,2358996.4,0.026546687002047258,0.0554870098419715,52.3534574978742,13.2731,13.317119047619046
2018-06-03,14.6785,15.0254,14.2657,14.6995,2237218.88,0.0017907789905887855,0.05414107697562213,53.724333617544694,13.572371428571428,13.390833333333333
2018-06-04,14.666,14.743,13.59,14.2636,1575290.65,-0.03010264205792483,0.048512755545523215,46.91095618658959,13.907471428571428,13.458680952380954
2018-06-05,14.2635,15.711,14.1328,15.6156,2607589.16,0.09055957704572713,0.053586810775329084,61.36937980414868,14.33722857142857,13.605190476190476
2018-06-06,15.6156,17.4767,15.23,17.275,3866321.8,0.10098995506515865,0.057569317785316265,80.342618950793,15.002242857142857,13.842566666666666
2018-06-07,17.2512,17.44,16.11,16.2791,3248655.04,-0.05937829316275859,0.05903606024531944,69.49626306129059,15.299257142857144,14.028347619047619
2018-06-08,16.28,16.6579,15.72,16.2292,2536838.57,-0.0030699876149509133,0.059488042716119745,69.21395032080002,15.576457142857143,14.080390476190477
2018-06-09,16.2292,16.906,15.869,16.0188,2334912.18,-0.013049056408474096,0.06043605686353883,69.3274293920536,15.768685714285713,14.160809523809524
2018-06-10,16.0192,16.1199,13.4,14.18,2579153.65,-0.1219305113635684,0.07926092356006262,57.868659221225506,15.694471428571429,14.16144761904762
2018-06-11,14.18,15.48,13.6712,15.47,2472371.47,0.08707014348099329,0.08525649682483265,66.73324602643703,15.866814285714286,14.198133333333333
2018-06-12,15.47,16.16,14.86,15.2263,3485152.76,-0.015878468755691322,0.07801045613363412,62.878385554965476,15.811200000000001,14.261861904761904
2018-06-13,15.2265,15.85,13.6924,14.5888,3148409.74,-0.042770084792298206,0.06344906716133208,59.12110515051284,15.427457142857142,14.361338095238095
2018-06-14,14.5794,15.2,14.0,14.867,2693075.27,0.018889880594228546,0.06310044332917646,53.51378118678356,15.225728571428572,14.44887142857143
2018-06-15,14.867,15.65,14.602,14.9895,2572848.48,0.008205964356602882,0.06353748996431666,53.678253839935316,15.04862857142857,14.542995238095237
2018-06-16,14.98,15.96,14.82,15.7602,2452263.98,0.050137818716724444,0.06761384367901026,55.48369521349584,15.011685714285713,14.684490476190476
2018-06-17,15.7883,17.2,15.6951,16.5987,3238566.8,0.051836604338301534,0.04424219714090914,58.855400339444586,15.357214285714287,14.874685714285715
